Sector_name,Country_here,d2014_2018,d2018_2022,d2022_2023,Grid,d2014_2019,d2019_2023,d2023_2024,d2018_2024,d2024_2025
"Road freight transport","ESP",,,,"STRI2024",0,.3305744,0,,
"Rail freight transport","ESP",,,,"STRI2024",0,2.07039,0,,
"Courier services","ESP",,,,"STRI2024",0,8.803907,0,,
"Distribution services","ESP",,,,"STRI2024",0,.4114114,0,,
"Cargo-handling","ESP",,,,"STRI2024",-16.31702,-5.571031,0,,
"Storage and warehouse","ESP",,,,"STRI2024",-11.50716,-2.220103,0,,
"Freight-forwarding","ESP",,,,"STRI2024",-11.76471,-8.888887,0,,
"Customs brokerage","ESP",,,,"STRI2024",-14.15608,8.879495,0,,
"Market bridging and supporting services","ESP",,,,"STRI2024",,,,,
"Legal services","ESP",,,,"STRI2024",0,-.2196878,0,,
"Accounting services","ESP",,,,"STRI2024",0,-3.395265,0,,
"Commercial banking","ESP",,,,"STRI2024",34.92064,4.70589,0,,
"Insurance","ESP",,,,"STRI2024",0,2.727107,0,,
"Physical infrastructure services","ESP",,,,"STRI2024",,,,,
"Construction","ESP",,,,"STRI2024",0,-12.02673,0,,
"Architecture services","ESP",,,,"STRI2024",0,-3.95895,0,,
"Engineering services","ESP",,,,"STRI2024",0,-9.256195,0,,
"Digital network","EST",,,,"STRI2024",,,,,
"Computer services","EST",,,,"STRI2024",-28.55884,8.222404,0,,
"Telecommunication","EST",,,,"STRI2024",-12.45639,13.32736,0,,
"Broadcasting","EST",,,,"STRI2024",-1.498927,0,0,,
"Motion pictures","EST",,,,"STRI2024",-11.70732,-.4834204,0,,
"Sound recording","EST",,,,"STRI2024",-5.958372,3.43512,0,,
"Logistics and related services","EST",,,,"STRI2024",,,,,
"Air transport","EST",,,,"STRI2024",-2.448819,1.262118,0,,
"Maritime transport","EST",,,,"STRI2024",-4.576654,3.47721,0,,
"Road freight transport","EST",,,,"STRI2024",-3.648073,5.716405,0,,
"Rail freight transport","EST",,,,"STRI2024",-3.250775,11.35999,0,,
"Courier services","EST",,,,"STRI2024",-3.102917,-5.812726,0,,
"Distribution services","EST",,,,"STRI2024",4.983688,-4.71664,0,,
"Cargo-handling","EST",,,,"STRI2024",-9.385114,3.750006,0,,
"Storage and warehouse","EST",,,,"STRI2024",4.911168,5.755196,0,,
"Freight-forwarding","EST",,,,"STRI2024",-6.896554,-6.666661,0,,
"Customs brokerage","EST",,,,"STRI2024",-15.78948,6.445315,0,,
"Market bridging and supporting services","EST",,,,"STRI2024",,,,,
"Legal services","EST",,,,"STRI2024",-1.616031,-3.175647,0,,
"Accounting services","EST",,,,"STRI2024",-3.269018,.3324064,0,,
"Commercial banking","EST",,,,"STRI2024",-4.147462,13.94231,0,,
"Insurance","EST",,,,"STRI2024",-27.23697,5.180173,0,,
"Physical infrastructure services","EST",,,,"STRI2024",,,,,
"Construction","EST",,,,"STRI2024",-5.446704,-1.052637,0,,
"Architecture services","EST",,,,"STRI2024",0,1.236475,0,,
"Engineering services","EST",,,,"STRI2024",-7.38984,-2.269393,0,,
"Digital network","FIN",,,,"STRI2024",,,,,
"Computer services","FIN",,,,"STRI2024",-7.107952,14.37449,0,,
"Telecommunication","FIN",,,,"STRI2024",-2.910534,17.62672,0,,
"Broadcasting","FIN",,,,"STRI2024",3.169017,8.342815,0,,
"Motion pictures","FIN",,,,"STRI2024",15.46842,26.35219,0,,
"Sound recording","FIN",,,,"STRI2024",-5.593,27.83726,0,,
"Logistics and related services","FIN",,,,"STRI2024",,,,,
"Air transport","FIN",,,,"STRI2024",-1.002503,2.91772,0,,
"Maritime transport","FIN",,,,"STRI2024",-5.277045,10.58496,0,,
"Road freight transport","FIN",,,,"STRI2024",-2.894435,10.6955,0,,
"Rail freight transport","FIN",,,,"STRI2024",-2.904565,10.11396,0,,
"Courier services","FIN",,,,"STRI2024",-7.56579,16.88111,0,,
"Distribution services","FIN",,,,"STRI2024",-5.30196,8.637172,0,,
"Cargo-handling","FIN",,,,"STRI2024",-4.812838,13.14606,0,,
"Storage and warehouse","FIN",,,,"STRI2024",2.800898,9.920662,0,,
"Freight-forwarding","FIN",,,,"STRI2024",-6.535949,10.48951,0,,
"Customs brokerage","FIN",,,,"STRI2024",-2.472526,15.63379,0,,
"Market bridging and supporting services","FIN",,,,"STRI2024",,,,,
"Legal services","FIN",,,,"STRI2024",-5.854801,12.02322,0,,
"Accounting services","FIN",,,,"STRI2024",-8.808661,11.40142,0,,
"Commercial banking","FIN",,,,"STRI2024",-7.590757,15.35715,0,,
"Insurance","FIN",,,,"STRI2024",-1.163676,5.248682,0,,
"Physical infrastructure services","FIN",,,,"STRI2024",,,,,
"Construction","FIN",,,,"STRI2024",-17.10539,12.37867,0,,
"Architecture services","FIN",,,,"STRI2024",-4.965513,15.38461,0,,
"Engineering services","FIN",,,,"STRI2024",-7.252163,12.98421,0,,
"Digital network","FRA",,,,"STRI2024",,,,,
"Computer services","FRA",,,,"STRI2024",1.651422,0,0,,
"Telecommunication","FRA",,,,"STRI2024",-.7407386,7.48999,0,,
"Broadcasting","FRA",,,,"STRI2024",1.505374,0,0,,
"Motion pictures","FRA",,,,"STRI2024",-3.271823,0,0,,
"Sound recording","FRA",,,,"STRI2024",-5.245235,0,0,,
"Logistics and related services","FRA",,,,"STRI2024",,,,,
"Air transport","FRA",,,,"STRI2024",-1.391192,0,0,,
"Maritime transport","FRA",,,,"STRI2024",-1.941757,0,0,,
"Road freight transport","FRA",,,,"STRI2024",1.483675,0,0,,
"Rail freight transport","FRA",,,,"STRI2024",.3205122,0,0,,
"Courier services","FRA",,,,"STRI2024",-5.333537,0,0,,
"Distribution services","FRA",,,,"STRI2024",6.456768,4.653264,0,,
"Cargo-handling","FRA",,,,"STRI2024",-.3649742,0,0,,
"Storage and warehouse","FRA",,,,"STRI2024",9.441227,0,0,,
"Freight-forwarding","FRA",,,,"STRI2024",6.363631,0,0,,
"Customs brokerage","FRA",,,,"STRI2024",-2.819542,0,0,,
"Market bridging and supporting services","FRA",,,,"STRI2024",,,,,
"Legal services","FRA",,,,"STRI2024",0,0,0,,
"Accounting services","FRA",,,,"STRI2024",-3.193542,0,0,,
"Commercial banking","FRA",,,,"STRI2024",7.373273,0,0,,
"Insurance","FRA",,,,"STRI2024",-.2074736,0,0,,
"Physical infrastructure services","FRA",,,,"STRI2024",,,,,
"Construction","FRA",,,,"STRI2024",2.860514,0,0,,
"Architecture services","FRA",,,,"STRI2024",-1.793408,0,0,,
"Engineering services","FRA",,,,"STRI2024",3.057554,0,0,,
"Digital network","GBR",,,,"STRI2024",,,,,
"Computer services","GBR",,,,"STRI2024",11.24595,-20.21818,0,,
"Telecommunication","GBR",,,,"STRI2024",4.402944,-8.434514,0,,
"Broadcasting","GBR",,,,"STRI2024",1.944441,8.174386,0,,
"Motion pictures","GBR",,,,"STRI2024",4.014098,1.895715,0,,
"Sound recording","GBR",,,,"STRI2024",7.572998,-4.325706,0,,
"Logistics and related services","GBR",,,,"STRI2024",,,,,
"Air transport","GBR",,,,"STRI2024",1.117323,-47.51381,0,,
"Maritime transport","GBR",,,,"STRI2024",7.692307,-31.07144,0,,
"Road freight transport","GBR",,,,"STRI2024",3.514813,-6.790946,0,,
"Rail freight transport","GBR",,,,"STRI2024",4.365906,-8.366537,0,,
"Courier services","GBR",,,,"STRI2024",3.831077,-7.379437,0,,
"Distribution services","GBR",,,,"STRI2024",18.19398,-9.966022,0,,
"Cargo-handling","GBR",,,,"STRI2024",9.109319,-16.69758,0,,
"Storage and warehouse","GBR",,,,"STRI2024",17.74016,-11.12656,0,,
"Freight-forwarding","GBR",,,,"STRI2024",9.174314,-16.80672,0,,
"Customs brokerage","GBR",,,,"STRI2024",3.571433,-6.896554,0,,
"Market bridging and supporting services","GBR",,,,"STRI2024",,,,,
"Legal services","GBR",,,,"STRI2024",5.486467,-10.40221,0,,
"Accounting services","GBR",,,,"STRI2024",3.860758,-7.434494,0,,
"Commercial banking","GBR",,,,"STRI2024",11.16503,-20.08733,0,,
"Insurance","GBR",,,,"STRI2024",2.307526,-4.51096,0,,
"Physical infrastructure services","GBR",,,,"STRI2024",,,,,
"Construction","GBR",,,,"STRI2024",11.28613,-20.28309,0,,
"Architecture services","GBR",,,,"STRI2024",5.462828,-10.35971,0,,
"Engineering services","GBR",,,,"STRI2024",10.83498,-19.55156,0,,
"Digital network","GRC",,,,"STRI2024",,,,,
"Computer services","GRC",,,,"STRI2024",0,4.918451,-11.39567,,
"Telecommunication","GRC",,,,"STRI2024",0,8.714145,-4.278894,,
"Broadcasting","GRC",,,,"STRI2024",1.920527,0,-2.2742,,
"Motion pictures","GRC",,,,"STRI2024",0,7.922526,-6.199025,,
"Sound recording","GRC",,,,"STRI2024",9.009011,8.264458,-7.919846,,
"Logistics and related services","GRC",,,,"STRI2024",,,,,
"Air transport","GRC",,,,"STRI2024",0,1.206347,-2.107344,,
"Maritime transport","GRC",,,,"STRI2024",0,2.81008,-7.540056,,
"Road freight transport","GRC",,,,"STRI2024",0,4.453439,-5.647847,,
"Rail freight transport","GRC",,,,"STRI2024",-7.517485,3.591676,-7.664228,,
"Courier services","GRC",,,,"STRI2024",5.23361,5.877564,-5.175504,,
"Distribution services","GRC",,,,"STRI2024",5.301922,2.426899,-4.705886,,
"Cargo-handling","GRC",,,,"STRI2024",-3.245943,6.064513,-10.9489,,
"Storage and warehouse","GRC",,,,"STRI2024",8.021905,3.785549,-8.376961,,
"Freight-forwarding","GRC",,,,"STRI2024",0,1.898732,-12.42236,,
"Customs brokerage","GRC",,,,"STRI2024",0,3.990336,-4.186059,,
"Market bridging and supporting services","GRC",,,,"STRI2024",,,,,
"Legal services","GRC",,,,"STRI2024",0,0,-3.093421,,
"Accounting services","GRC",,,,"STRI2024",0,3.091508,-4.878047,,
"Commercial banking","GRC",,,,"STRI2024",-10.28571,-2.229303,-5.863194,,
"Insurance","GRC",,,,"STRI2024",-2.117912,-3.08967,-2.152261,,
"Physical infrastructure services","GRC",,,,"STRI2024",,,,,
"Construction","GRC",,,,"STRI2024",0,3.32014,-9.860246,,
"Architecture services","GRC",,,,"STRI2024",-4.610651,6.552095,-7.258071,,
"Engineering services","GRC",,,,"STRI2024",-5.469559,4.093887,-11.43157,,
"Digital network","HUN",,,,"STRI2024",,,,,
"Computer services","HUN",,,,"STRI2024",7.970171,13.86726,0,,
"Telecommunication","HUN",,,,"STRI2024",15.98707,3.268448,0,,
"Broadcasting","HUN",,,,"STRI2024",5.473143,10.66926,0,,
"Motion pictures","HUN",,,,"STRI2024",3.425474,16.09529,0,,
"Sound recording","HUN",,,,"STRI2024",5.095149,9.345796,0,,
"Logistics and related services","HUN",,,,"STRI2024",,,,,
"Air transport","HUN",,,,"STRI2024",1.074977,1.20314,0,,
"Road freight transport","HUN",,,,"STRI2024",3.517237,12.19187,0,,
"Rail freight transport","HUN",,,,"STRI2024",3.881693,12.63345,0,,
"Courier services","HUN",,,,"STRI2024",3.479158,20.52819,0,,
"Distribution services","HUN",,,,"STRI2024",7.128684,9.894879,0,,
"Cargo-handling","HUN",,,,"STRI2024",6.284913,15.37451,0,,
"Storage and warehouse","HUN",,,,"STRI2024",13.02215,10.97225,0,,
"Freight-forwarding","HUN",,,,"STRI2024",7.751931,10.79138,0,,
"Customs brokerage","HUN",,,,"STRI2024",3.114185,18.62416,0,,
"Market bridging and supporting services","HUN",,,,"STRI2024",,,,,
"Legal services","HUN",,,,"STRI2024",0,0,0,,
"Accounting services","HUN",,,,"STRI2024",4.579577,5.384062,0,,
"Commercial banking","HUN",,,,"STRI2024",11.3553,2.302635,0,,
"Insurance","HUN",,,,"STRI2024",1.647674,1.742163,0,,
"Physical infrastructure services","HUN",,,,"STRI2024",,,,,
"Construction","HUN",,,,"STRI2024",7.086776,9.83622,0,,
"Architecture services","HUN",,,,"STRI2024",4.147461,6.747789,0,,
"Engineering services","HUN",,,,"STRI2024",6.293303,4.073874,0,,
"Digital network","IDN",,,,"STRI2024",,,,,
"Computer services","IDN",,,,"STRI2024",-22.00582,6.817503,0,,
"Telecommunication","IDN",,,,"STRI2024",-4.648964,-3.250423,0,,
"Broadcasting","IDN",,,,"STRI2024",-16.37584,3.076508,0,,
"Motion pictures","IDN",,,,"STRI2024",-52.90573,4.704908,0,,
"Sound recording","IDN",,,,"STRI2024",-59.10763,4.91607,0,,
"Logistics and related services","IDN",,,,"STRI2024",,,,,
"Air transport","IDN",,,,"STRI2024",-29.52652,34.11641,0,,
"Maritime transport","IDN",,,,"STRI2024",-10.60117,0,0,,
"Road freight transport","IDN",,,,"STRI2024",-18.52146,0,0,,
"Rail freight transport","IDN",,,,"STRI2024",-16.43835,0,0,,
"Courier services","IDN",,,,"STRI2024",-8.953219,-2.253541,0,,
"Distribution services","IDN",,,,"STRI2024",-7.549854,-42.78478,0,,
"Cargo-handling","IDN",,,,"STRI2024",-25.59796,-4.787958,0,,
"Storage and warehouse","IDN",,,,"STRI2024",-25.01399,-4.370303,0,,
"Freight-forwarding","IDN",,,,"STRI2024",-29.26829,-5.172409,0,,
"Customs brokerage","IDN",,,,"STRI2024",-21.92833,0,0,,
"Market bridging and supporting services","IDN",,,,"STRI2024",,,,,
"Legal services","IDN",,,,"STRI2024",-4.499843,0,0,,
"Accounting services","IDN",,,,"STRI2024",-3.728357,0,0,,
"Commercial banking","IDN",,,,"STRI2024",1.108035,0,0,,
"Insurance","IDN",,,,"STRI2024",-.3319064,0,0,,
"Physical infrastructure services","IDN",,,,"STRI2024",,,,,
"Construction","IDN",,,,"STRI2024",.8555294,-.8482721,0,,
"Architecture services","IDN",,,,"STRI2024",-9.5092,-5.084748,0,,
"Engineering services","IDN",,,,"STRI2024",-18.31917,-6.127163,0,,
"Digital network","IND",,,,"STRI2024",,,,,
"Computer services","IND",,,,"STRI2024",3.61082,-9.125424,0,,
"Telecommunication","IND",,,,"STRI2024",2.448186,-10.08457,0,,
"Broadcasting","IND",,,,"STRI2024",2.516661,-5.294827,0,,
"Motion pictures","IND",,,,"STRI2024",21.49103,-5.378791,0,,
"Sound recording","IND",,,,"STRI2024",19.0031,-6.02094,0,,
"Logistics and related services","IND",,,,"STRI2024",,,,,
"Air transport","IND",,,,"STRI2024",-13.16713,-8.187889,0,,
"Maritime transport","IND",,,,"STRI2024",-6.422011,-9.117647,0,,
"Road freight transport","IND",,,,"STRI2024",-1.473411,-6.892065,0,,
"Rail freight transport","IND",,,,"STRI2024",0,0,0,,
"Courier services","IND",,,,"STRI2024",1.069628,-2.555263,-50.12784,,
"Distribution services","IND",,,,"STRI2024",1.184372,-3.88006,0,,
"Cargo-handling","IND",,,,"STRI2024",-9.82457,-5.447467,0,,
"Storage and warehouse","IND",,,,"STRI2024",.3198575,-4.431235,0,,
"Freight-forwarding","IND",,,,"STRI2024",1.941752,-5.714286,0,,
"Customs brokerage","IND",,,,"STRI2024",4.665312,-7.558142,0,,
"Market bridging and supporting services","IND",,,,"STRI2024",,,,,
"Legal services","IND",,,,"STRI2024",0,0,0,,
"Accounting services","IND",,,,"STRI2024",0,0,0,,
"Commercial banking","IND",,,,"STRI2024",3.370781,-3.416148,0,,
"Insurance","IND",,,,"STRI2024",-6.65909,-7.051376,0,,
"Physical infrastructure services","IND",,,,"STRI2024",,,,,
"Construction","IND",,,,"STRI2024",7.987373,-5.464995,0,,
"Architecture services","IND",,,,"STRI2024",8.314401,0,0,,
"Engineering services","IND",,,,"STRI2024",3.414636,-7.14286,0,,
"Digital network","IRL",,,,"STRI2024",,,,,
"Computer services","IRL",,,,"STRI2024",10.1066,16.79288,0,,
"Telecommunication","IRL",,,,"STRI2024",5.021659,25.87589,0,,
"Broadcasting","IRL",,,,"STRI2024",1.790278,5.778897,0,,
"Motion pictures","IRL",,,,"STRI2024",5.214994,21.65217,0,,
"Sound recording","IRL",,,,"STRI2024",7.173724,19.51614,0,,
"Logistics and related services","IRL",,,,"STRI2024",,,,,
"Air transport","IRL",,,,"STRI2024",1.150993,2.56028,0,,
"Maritime transport","IRL",,,,"STRI2024",0,6.896552,0,,
"Road freight transport","IRL",,,,"STRI2024",0,15.86656,0,,
"Rail freight transport","IRL",,,,"STRI2024",0,6.896548,0,,
"Courier services","IRL",,,,"STRI2024",0,10.00847,0,,
"Distribution services","IRL",,,,"STRI2024",-7.274354,11.30929,0,,
"Cargo-handling","IRL",,,,"STRI2024",0,11.80328,0,,
"Storage and warehouse","IRL",,,,"STRI2024",9.310776,11.22884,0,,
"Freight-forwarding","IRL",,,,"STRI2024",0,10.52632,0,,
"Customs brokerage","IRL",,,,"STRI2024",0,15.28302,0,,
"Market bridging and supporting services","IRL",,,,"STRI2024",,,,,
"Legal services","IRL",,,,"STRI2024",-6.820315,3.584051,0,,
"Accounting services","IRL",,,,"STRI2024",4.845121,10.60606,0,,
"Commercial banking","IRL",,,,"STRI2024",-6.99999,15.5914,0,,
"Insurance","IRL",,,,"STRI2024",0,8.502023,0,,
"Physical infrastructure services","IRL",,,,"STRI2024",,,,,
"Construction","IRL",,,,"STRI2024",0,17.82427,0,,
"Architecture services","IRL",,,,"STRI2024",0,23.01481,0,,
"Engineering services","IRL",,,,"STRI2024",0,18.63086,0,,
"Digital network","ISL",,,,"STRI2024",,,,,
"Computer services","ISL",,,,"STRI2024",-.1809062,0,0,,
"Telecommunication","ISL",,,,"STRI2024",12.69604,0,0,,
"Broadcasting","ISL",,,,"STRI2024",-3.483652,0,0,,
"Motion pictures","ISL",,,,"STRI2024",-6.061456,0,0,,
"Sound recording","ISL",,,,"STRI2024",-6.123044,0,0,,
"Logistics and related services","ISL",,,,"STRI2024",,,,,
"Air transport","ISL",,,,"STRI2024",-2.045855,0,0,,
"Maritime transport","ISL",,,,"STRI2024",-3.5538,0,0,,
"Road freight transport","ISL",,,,"STRI2024",-3.95818,0,0,,
"Courier services","ISL",,,,"STRI2024",-2.562974,-34.77913,0,,
"Distribution services","ISL",,,,"STRI2024",-4.190061,0,0,,
"Cargo-handling","ISL",,,,"STRI2024",-3.249087,0,0,,
"Storage and warehouse","ISL",,,,"STRI2024",-.8024178,0,0,,
"Freight-forwarding","ISL",,,,"STRI2024",-.3690033,0,0,,
"Customs brokerage","ISL",,,,"STRI2024",-4.23957,0,0,,
"Market bridging and supporting services","ISL",,,,"STRI2024",,,,,
"Legal services","ISL",,,,"STRI2024",-1.91859,0,0,,
"Accounting services","ISL",,,,"STRI2024",-.1839967,0,0,,
"Commercial banking","ISL",,,,"STRI2024",-2.794407,-10.26694,0,,
"Insurance","ISL",,,,"STRI2024",-.3937141,-5.749615,0,,
"Physical infrastructure services","ISL",,,,"STRI2024",,,,,
"Construction","ISL",,,,"STRI2024",3.966154,0,0,,
"Architecture services","ISL",,,,"STRI2024",8.448544,0,0,,
"Engineering services","ISL",,,,"STRI2024",4.95926,0,0,,
"Digital network","ISR",,,,"STRI2024",,,,,
"Computer services","ISR",,,,"STRI2024",0,6.821103,0,,
"Telecommunication","ISR",,,,"STRI2024",-22.07908,6.327496,0,,
"Broadcasting","ISR",,,,"STRI2024",0,0,0,,
"Motion pictures","ISR",,,,"STRI2024",0,0,0,,
"Sound recording","ISR",,,,"STRI2024",0,0,0,,
"Logistics and related services","ISR",,,,"STRI2024",,,,,
"Air transport","ISR",,,,"STRI2024",0,0,0,,
"Maritime transport","ISR",,,,"STRI2024",0,5.274974,0,,
"Road freight transport","ISR",,,,"STRI2024",0,7.225628,0,,
"Rail freight transport","ISR",,,,"STRI2024",0,0,0,,
"Courier services","ISR",,,,"STRI2024",1.694191,-1.672219,0,,
"Distribution services","ISR",,,,"STRI2024",0,0,0,,
"Cargo-handling","ISR",,,,"STRI2024",0,0,0,,
"Storage and warehouse","ISR",,,,"STRI2024",0,0,0,,
"Freight-forwarding","ISR",,,,"STRI2024",0,0,0,,
"Customs brokerage","ISR",,,,"STRI2024",0,0,0,,
"Market bridging and supporting services","ISR",,,,"STRI2024",,,,,
"Legal services","ISR",,,,"STRI2024",0,0,0,,
"Accounting services","ISR",,,,"STRI2024",0,0,0,,
"Commercial banking","ISR",,,,"STRI2024",-9.463717,7.665501,0,,
"Insurance","ISR",,,,"STRI2024",-5.074595,4.479644,0,,
"Physical infrastructure services","ISR",,,,"STRI2024",,,,,
"Construction","ISR",,,,"STRI2024",0,4.212667,0,,
"Architecture services","ISR",,,,"STRI2024",-5.867965,0,0,,
"Engineering services","ISR",,,,"STRI2024",-9.324209,0,0,,
"Digital network","ITA",,,,"STRI2024",,,,,
"Computer services","ITA",,,,"STRI2024",0,0,0,,
"Telecommunication","ITA",,,,"STRI2024",6.48568,7.16592,0,,
"Broadcasting","ITA",,,,"STRI2024",0,7.343126,0,,
"Motion pictures","ITA",,,,"STRI2024",0,13.12174,0,,
"Sound recording","ITA",,,,"STRI2024",0,12.31527,0,,
"Logistics and related services","ITA",,,,"STRI2024",,,,,
"Air transport","ITA",,,,"STRI2024",0,2.781057,0,,
"Maritime transport","ITA",,,,"STRI2024",0,0,0,,
"Road freight transport","ITA",,,,"STRI2024",0,0,0,,
"Rail freight transport","ITA",,,,"STRI2024",0,0,0,,
"Courier services","ITA",,,,"STRI2024",0,0,0,,
"Distribution services","ITA",,,,"STRI2024",0,0,0,,
"Cargo-handling","ITA",,,,"STRI2024",0,0,0,,
"Storage and warehouse","ITA",,,,"STRI2024",6.21966,0,0,,
"Freight-forwarding","ITA",,,,"STRI2024",0,0,0,,
"Customs brokerage","ITA",,,,"STRI2024",0,0,0,,
"Market bridging and supporting services","ITA",,,,"STRI2024",,,,,
"Legal services","ITA",,,,"STRI2024",-4.545461,0,0,,
"Accounting services","ITA",,,,"STRI2024",0,0,0,,
"Commercial banking","ITA",,,,"STRI2024",56.35358,0,0,,
"Insurance","ITA",,,,"STRI2024",0,0,0,,
"Physical infrastructure services","ITA",,,,"STRI2024",,,,,
"Construction","ITA",,,,"STRI2024",0,4.683084,0,,
"Architecture services","ITA",,,,"STRI2024",0,0,0,,
"Engineering services","ITA",,,,"STRI2024",0,0,0,,
"Digital network","JPN",,,,"STRI2024",,,,,
"Computer services","JPN",,,,"STRI2024",-17.76402,0,0,,
"Telecommunication","JPN",,,,"STRI2024",-5.026555,0,0,,
"Broadcasting","JPN",,,,"STRI2024",0,0,0,,
"Motion pictures","JPN",,,,"STRI2024",-17.99747,0,0,,
"Sound recording","JPN",,,,"STRI2024",-20.68345,0,0,,
"Logistics and related services","JPN",,,,"STRI2024",,,,,
"Air transport","JPN",,,,"STRI2024",0,0,0,,
"Maritime transport","JPN",,,,"STRI2024",-10.8046,0,0,,
"Road freight transport","JPN",,,,"STRI2024",-14.44142,0,0,,
"Rail freight transport","JPN",,,,"STRI2024",-10.17612,0,0,,
"Courier services","JPN",,,,"STRI2024",-10.17208,0,0,,
"Distribution services","JPN",,,,"STRI2024",-12.46317,-6.862661,0,,
"Cargo-handling","JPN",,,,"STRI2024",-18.48553,0,0,,
"Storage and warehouse","JPN",,,,"STRI2024",-16.97085,0,0,,
"Freight-forwarding","JPN",,,,"STRI2024",-1.834872,0,0,,
"Customs brokerage","JPN",,,,"STRI2024",-34.29541,0,0,,
"Market bridging and supporting services","JPN",,,,"STRI2024",,,,,
"Legal services","JPN",,,,"STRI2024",0,0,0,,
"Accounting services","JPN",,,,"STRI2024",-6.527915,-3.036435,0,,
"Commercial banking","JPN",,,,"STRI2024",-10.8209,0,0,,
"Insurance","JPN",,,,"STRI2024",-21.53873,0,0,,
"Physical infrastructure services","JPN",,,,"STRI2024",,,,,
"Construction","JPN",,,,"STRI2024",-8.203686,0,0,,
"Architecture services","JPN",,,,"STRI2024",-9.933773,0,0,,
"Engineering services","JPN",,,,"STRI2024",-20.9901,0,0,,
"Digital network","KAZ",,,,"STRI2024",,,,,
"Computer services","KAZ",,,,"STRI2024",-5.401504,-1.097102,0,,
"Telecommunication","KAZ",,,,"STRI2024",-5.953054,.6300693,0,,
"Broadcasting","KAZ",,,,"STRI2024",10.24297,-2.484879,1.595387,,
"Motion pictures","KAZ",,,,"STRI2024",-3.296279,-4.518427,0,,
"Sound recording","KAZ",,,,"STRI2024",-2.267474,-3.882571,0,,
"Logistics and related services","KAZ",,,,"STRI2024",,,,,
"Air transport","KAZ",,,,"STRI2024",-.4825505,2.380955,0,,
"Maritime transport","KAZ",,,,"STRI2024",-.3921707,1.771654,0,,
"Road freight transport","KAZ",,,,"STRI2024",-6.925952,-2.346878,0,,
"Rail freight transport","KAZ",,,,"STRI2024",0,0,0,,
"Courier services","KAZ",,,,"STRI2024",-71.90886,2.056871,0,,
"Distribution services","KAZ",,,,"STRI2024",-.8146942,-.4721249,0,,
"Cargo-handling","KAZ",,,,"STRI2024",-1.416212,1.755781,0,,
"Storage and warehouse","KAZ",,,,"STRI2024",-6.441483,-1.442956,0,,
"Freight-forwarding","KAZ",,,,"STRI2024",-9.130437,-3.827748,0,,
"Customs brokerage","KAZ",,,,"STRI2024",-5.929922,-1.432667,0,,
"Market bridging and supporting services","KAZ",,,,"STRI2024",,,,,
"Legal services","KAZ",,,,"STRI2024",14.94103,-.3420799,0,,
"Accounting services","KAZ",,,,"STRI2024",-3.42697,.5817351,0,,
"Commercial banking","KAZ",,,,"STRI2024",1.435409,11.55658,0,,
"Insurance","KAZ",,,,"STRI2024",-19.905,19.37185,0,,
"Physical infrastructure services","KAZ",,,,"STRI2024",,,,,
"Construction","KAZ",,,,"STRI2024",2.168311,-2.467169,0,,
"Architecture services","KAZ",,,,"STRI2024",-5.238091,-4.924625,0,,
"Engineering services","KAZ",,,,"STRI2024",-7.709339,-3.120501,0,,
"Digital network","KOR",,,,"STRI2024",,,,,
"Computer services","KOR",,,,"STRI2024",-7.365479,-8.394947,0,,
"Telecommunication","KOR",,,,"STRI2024",-6.13484,-6.440084,0,,
"Broadcasting","KOR",,,,"STRI2024",-.7216555,-9.138112,0,,
"Motion pictures","KOR",,,,"STRI2024",-7.373867,-6.610805,0,,
"Sound recording","KOR",,,,"STRI2024",-8.748669,-6.682159,0,,
"Logistics and related services","KOR",,,,"STRI2024",,,,,
"Air transport","KOR",,,,"STRI2024",2.608545,-2.841624,0,,
"Maritime transport","KOR",,,,"STRI2024",-4.700459,-9.090913,0,,
"Road freight transport","KOR",,,,"STRI2024",3.751706,-6.969097,0,,
"Rail freight transport","KOR",,,,"STRI2024",0,0,0,,
"Courier services","KOR",,,,"STRI2024",-2.42289,-3.493161,0,,
"Distribution services","KOR",,,,"STRI2024",-9.17089,-6.386534,0,,
"Cargo-handling","KOR",,,,"STRI2024",-8.101852,-8.816121,0,,
"Storage and warehouse","KOR",,,,"STRI2024",-11.22019,-9.066785,0,,
"Freight-forwarding","KOR",,,,"STRI2024",-11.22994,-7.228923,0,,
"Customs brokerage","KOR",,,,"STRI2024",-6.370659,-8.04124,0,,
"Market bridging and supporting services","KOR",,,,"STRI2024",,,,,
"Legal services","KOR",,,,"STRI2024",-2.479189,-2.524819,0,,
"Accounting services","KOR",,,,"STRI2024",0,0,0,,
"Commercial banking","KOR",,,,"STRI2024",-11.9681,-6.646529,0,,
"Insurance","KOR",,,,"STRI2024",-2.106299,-7.279309,0,,
"Physical infrastructure services","KOR",,,,"STRI2024",,,,,
"Construction","KOR",,,,"STRI2024",-12.43862,-5.42056,0,,
"Architecture services","KOR",,,,"STRI2024",-9.308753,-4.573166,0,,
"Engineering services","KOR",,,,"STRI2024",-13.83333,-6.834312,0,,
"Digital network","LTU",,,,"STRI2024",,,,,
"Computer services","LTU",,,,"STRI2024",22.95181,7.470745,0,,
"Telecommunication","LTU",,,,"STRI2024",23.52488,13.54805,0,,
"Broadcasting","LTU",,,,"STRI2024",17,0,0,,
"Motion pictures","LTU",,,,"STRI2024",26.73754,5.35484,0,,
"Sound recording","LTU",,,,"STRI2024",8.783067,15.5642,0,,
